City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Houston city, Texas,35000,Female,7838.0,34352.0,63795.0,75681.0,71795.0,29039.0,90637.0,12441.0,17352.0,36435.0,24513.0,6974.0,34140.0,26320.0,32747.0,21820.0,36708.0,25354.0,35626.0,21667.0,29733.0,16622.0,32919.0,29457.0,24360.0,24627.0,16732.0,22313.0,30026.0,21347.0,25182.0,39025.0,2015
Irving city, Texas,37000,Female,249.0,4035.0,8880.0,8996.0,8424.0,3774.0,7683.0,1928.0,1616.0,3048.0,536.0,108.0,3065.0,2414.0,3352.0,3014.0,3070.0,2644.0,3644.0,1871.0,3823.0,970.0,3254.0,4364.0,3218.0,2691.0,2309.0,1908.0,2707.0,2701.0,3314.0,2936.0,2015
Killeen city, Texas,39148,Female,776.0,3639.0,5737.0,6093.0,3257.0,1319.0,1541.0,320.0,539.0,1603.0,604.0,572.0,2311.0,1357.0,3710.0,2291.0,2080.0,929.0,1835.0,1386.0,1872.0,851.0,3051.0,2855.0,2759.0,1996.0,1279.0,631.0,521.0,548.0,618.0,176.0,2015
Laredo city, Texas,41464,Female,1274.0,4423.0,9246.0,10202.0,7462.0,2026.0,5223.0,205.0,378.0,1368.0,430.0,510.0,3778.0,2251.0,3294.0,3955.0,4123.0,3064.0,3675.0,3467.0,2977.0,1585.0,3446.0,2408.0,1775.0,1587.0,1575.0,1921.0,2305.0,1007.0,1154.0,680.0,2015
League City city, Texas,41980,Female,59.0,838.0,2981.0,3784.0,2578.0,1241.0,2049.0,426.0,723.0,4233.0,2806.0,212.0,1555.0,1249.0,690.0,247.0,736.0,206.0,418.0,221.0,302.0,252.0,1773.0,1664.0,1476.0,1364.0,1627.0,961.0,3037.0,1509.0,2159.0,3632.0,2015
Lewisville city, Texas,42508,Female,433.0,2591.0,2514.0,3419.0,3058.0,1127.0,3523.0,878.0,2008.0,2710.0,616.0,438.0,1212.0,941.0,1464.0,758.0,2126.0,510.0,1161.0,887.0,1952.0,392.0,2019.0,2374.0,2521.0,1994.0,1627.0,1838.0,1301.0,931.0,1078.0,630.0,2015
Longview city, Texas,43888,Female,466.0,4442.0,4327.0,2760.0,2141.0,360.0,996.0,185.0,309.0,341.0,92.0,40.0,1448.0,1508.0,1744.0,673.0,2444.0,241.0,1651.0,930.0,1546.0,662.0,1007.0,1055.0,915.0,669.0,303.0,547.0,1149.0,1146.0,437.0,237.0,2015
Lubbock city, Texas,45000,Female,2067.0,9690.0,15438.0,12755.0,6650.0,1603.0,2153.0,639.0,539.0,1810.0,444.0,536.0,7284.0,4988.0,4324.0,3418.0,3709.0,3665.0,4577.0,1810.0,5341.0,2612.0,4094.0,4414.0,3326.0,3406.0,1539.0,2226.0,1960.0,1168.0,1494.0,1813.0,2015
McAllen city, Texas,45384,Female,166.0,4025.0,4289.0,6848.0,4160.0,1683.0,2070.0,115.0,317.0,675.0,60.0,91.0,1653.0,1734.0,2172.0,1422.0,1762.0,2031.0,1518.0,507.0,1983.0,590.0,1346.0,1987.0,1502.0,2142.0,1149.0,1485.0,912.0,683.0,1161.0,858.0,2015
McKinney city, Texas,45744,Female,272.0,1381.0,5952.0,4764.0,5718.0,1809.0,3237.0,749.0,1020.0,4544.0,2965.0,552.0,2188.0,1599.0,1092.0,778.0,1409.0,1596.0,1747.0,810.0,1672.0,343.0,1770.0,1705.0,1926.0,2895.0,2152.0,2923.0,2989.0,2595.0,3608.0,2924.0,2015
Mesquite city, Texas,47892,Female,539.0,1278.0,4760.0,3536.0,3512.0,1075.0,6096.0,533.0,1656.0,6240.0,2361.0,332.0,1980.0,1561.0,2776.0,1125.0,2550.0,1052.0,3433.0,505.0,2044.0,1552.0,3333.0,3248.0,2709.0,1998.0,1511.0,1830.0,1521.0,1613.0,1056.0,251.0,2015
Midland city, Texas,48072,Female,582.0,3603.0,8582.0,6792.0,2569.0,891.0,1986.0,217.0,0.0,891.0,230.0,263.0,2402.0,734.0,1617.0,1336.0,1883.0,816.0,1810.0,409.0,2346.0,754.0,941.0,1762.0,1235.0,1611.0,1816.0,1842.0,2048.0,1773.0,872.0,2872.0,2015
Mission city, Texas,48768,Female,504.0,1941.0,1696.0,3282.0,2664.0,1382.0,1105.0,268.0,77.0,0.0,102.0,0.0,1951.0,311.0,1607.0,919.0,1330.0,1082.0,777.0,951.0,600.0,391.0,1688.0,573.0,528.0,842.0,249.0,368.0,908.0,286.0,596.0,607.0,2015
Missouri City city, Texas,48804,Female,0.0,445.0,1853.0,2189.0,3267.0,766.0,4749.0,1161.0,397.0,2671.0,1217.0,60.0,1178.0,546.0,542.0,32.0,1626.0,332.0,126.0,627.0,942.0,534.0,830.0,1191.0,1264.0,917.0,1380.0,1588.0,1389.0,1597.0,1784.0,1800.0,2015
New Braunfels city, Texas,50820,Female,201.0,2519.0,3378.0,3104.0,1154.0,986.0,1185.0,218.0,395.0,915.0,638.0,238.0,1216.0,913.0,1494.0,475.0,866.0,593.0,1132.0,170.0,903.0,843.0,1392.0,983.0,948.0,1538.0,1155.0,685.0,860.0,740.0,796.0,568.0,2015
North Richland Hills city, Texas,52356,Female,311.0,953.0,1413.0,3148.0,2803.0,1296.0,1915.0,306.0,406.0,1343.0,680.0,317.0,1471.0,1281.0,1207.0,634.0,496.0,663.0,830.0,592.0,1093.0,709.0,1194.0,2003.0,967.0,690.0,601.0,1027.0,1058.0,671.0,785.0,600.0,2015
Odessa city, Texas,53388,Female,1187.0,3155.0,4521.0,5758.0,4140.0,570.0,1411.0,548.0,142.0,319.0,211.0,310.0,2345.0,682.0,1172.0,1118.0,2610.0,835.0,1692.0,624.0,1526.0,1364.0,2149.0,1454.0,2890.0,1018.0,1200.0,725.0,1821.0,546.0,296.0,1090.0,2015
Pasadena city, Texas,56000,Female,279.0,3693.0,5008.0,3393.0,2970.0,1423.0,3902.0,824.0,395.0,2014.0,1027.0,308.0,2682.0,1955.0,1443.0,1343.0,1517.0,1916.0,2048.0,1552.0,1943.0,1186.0,1835.0,1524.0,1767.0,998.0,1338.0,1485.0,2041.0,1187.0,1081.0,774.0,2015
Pearland city, Texas,56348,Female,833.0,3219.0,2379.0,2864.0,3190.0,1899.0,3752.0,824.0,1132.0,5018.0,2656.0,239.0,1614.0,863.0,586.0,451.0,598.0,854.0,1234.0,280.0,97.0,985.0,1721.0,1630.0,3333.0,1246.0,2230.0,2392.0,3194.0,1801.0,2601.0,3647.0,2015
Pharr city, Texas,57200,Female,280.0,1924.0,1912.0,3293.0,3132.0,1011.0,268.0,0.0,215.0,244.0,77.0,0.0,65.0,1085.0,430.0,2117.0,1216.0,873.0,795.0,337.0,1265.0,674.0,665.0,299.0,643.0,1068.0,300.0,226.0,551.0,40.0,290.0,232.0,2015
Plano city, Texas,58016,Female,977.0,4888.0,8881.0,11485.0,9636.0,3699.0,8774.0,1879.0,2035.0,6226.0,3248.0,1515.0,4391.0,2470.0,2913.0,3308.0,3511.0,2290.0,2565.0,2607.0,2677.0,1542.0,4052.0,4201.0,4598.0,2975.0,2951.0,5166.0,4426.0,4742.0,4680.0,8260.0,2015
Richardson city, Texas,61796,Female,669.0,2403.0,2674.0,3856.0,3691.0,1267.0,4036.0,423.0,415.0,1745.0,628.0,110.0,2275.0,892.0,1813.0,317.0,2006.0,997.0,1007.0,529.0,1446.0,938.0,998.0,952.0,1321.0,1295.0,769.0,2036.0,2317.0,1170.0,2298.0,2470.0,2015
Round Rock city, Texas,63500,Female,670.0,2430.0,2697.0,4385.0,4426.0,2094.0,3280.0,276.0,525.0,2859.0,1125.0,235.0,2731.0,1573.0,1766.0,686.0,1622.0,1144.0,1562.0,598.0,911.0,866.0,2669.0,2077.0,2386.0,1764.0,1725.0,899.0,1835.0,1650.0,1325.0,1907.0,2015
San Angelo city, Texas,64472,Female,739.0,4909.0,6732.0,4406.0,1314.0,302.0,494.0,73.0,174.0,142.0,159.0,134.0,1830.0,840.0,1511.0,1518.0,1398.0,710.0,1809.0,724.0,990.0,774.0,1328.0,2151.0,1883.0,1096.0,644.0,1129.0,796.0,242.0,122.0,611.0,2015
San Antonio city, Texas,65000,Female,4003.0,21946.0,39987.0,54846.0,61595.0,20930.0,49190.0,8104.0,9277.0,18658.0,8724.0,4135.0,22804.0,16937.0,16911.0,15484.0,24482.0,14202.0,21006.0,14371.0,24249.0,12934.0,26241.0,28505.0,17845.0,18369.0,12271.0,15044.0,19326.0,10591.0,13329.0,9055.0,2015
Sugar Land city, Texas,70808,Female,480.0,1105.0,2799.0,2672.0,2423.0,805.0,3263.0,851.0,1146.0,2785.0,1453.0,183.0,1982.0,875.0,743.0,721.0,954.0,541.0,764.0,414.0,610.0,38.0,1077.0,677.0,1157.0,1585.0,392.0,1806.0,2037.0,1390.0,2745.0,2593.0,2015
Temple city, Texas,72176,Female,291.0,3010.0,3926.0,4264.0,1189.0,194.0,715.0,347.0,357.0,505.0,330.0,478.0,1771.0,466.0,1230.0,889.0,1697.0,751.0,905.0,907.0,1211.0,161.0,1577.0,1930.0,654.0,1059.0,579.0,854.0,275.0,174.0,437.0,540.0,2015
The Woodlands CDP, Texas,72656,Female,160.0,1003.0,3924.0,3369.0,2620.0,1556.0,1234.0,93.0,381.0,1689.0,1497.0,485.0,3151.0,503.0,1229.0,848.0,1098.0,571.0,490.0,1023.0,1066.0,155.0,586.0,1235.0,954.0,393.0,701.0,1682.0,1811.0,1597.0,1374.0,3557.0,2015
Tyler city, Texas,74144,Female,945.0,3440.0,4447.0,3786.0,5729.0,274.0,3152.0,203.0,99.0,1238.0,19.0,127.0,2453.0,1162.0,2145.0,1315.0,1147.0,1036.0,769.0,1365.0,2262.0,1121.0,2529.0,1492.0,1695.0,1692.0,1262.0,783.0,1111.0,327.0,885.0,611.0,2015
Victoria city, Texas,75428,Female,689.0,2773.0,5504.0,3426.0,1074.0,473.0,179.0,262.0,85.0,236.0,191.0,137.0,893.0,1161.0,1174.0,636.0,1410.0,875.0,1064.0,578.0,1365.0,773.0,914.0,1340.0,734.0,579.0,517.0,702.0,626.0,543.0,586.0,1356.0,2015
Waco city, Texas,76000,Female,787.0,3651.0,4856.0,8934.0,4117.0,578.0,1292.0,154.0,708.0,489.0,427.0,380.0,3692.0,2553.0,2876.0,1445.0,1599.0,1362.0,1146.0,1350.0,3503.0,990.0,2140.0,1611.0,1796.0,1064.0,616.0,1414.0,2046.0,1077.0,490.0,450.0,2015
Wichita Falls city, Texas,79000,Female,1016.0,4825.0,7985.0,4895.0,1057.0,247.0,257.0,62.0,0.0,79.0,441.0,0.0,2154.0,1366.0,1874.0,1094.0,2373.0,1106.0,1872.0,853.0,1499.0,485.0,1664.0,1347.0,979.0,1375.0,1063.0,1141.0,1031.0,182.0,430.0,473.0,2015
Layton city, Utah,43660,Female,595.0,2971.0,2617.0,2426.0,1393.0,722.0,776.0,22.0,288.0,1471.0,152.0,154.0,2016.0,1517.0,1298.0,901.0,1004.0,554.0,749.0,578.0,830.0,584.0,1306.0,1263.0,340.0,856.0,453.0,501.0,322.0,697.0,694.0,135.0,2015
Ogden city, Utah,55980,Female,1380.0,2612.0,3331.0,3566.0,2460.0,1061.0,1106.0,75.0,170.0,323.0,417.0,99.0,1254.0,1214.0,1094.0,1373.0,1672.0,1134.0,1688.0,992.0,1489.0,558.0,1428.0,955.0,1045.0,1257.0,521.0,493.0,907.0,207.0,505.0,669.0,2015
Orem city, Utah,57300,Female,1069.0,2700.0,4483.0,3546.0,2057.0,642.0,861.0,179.0,38.0,419.0,256.0,109.0,2709.0,2147.0,1610.0,1466.0,1439.0,884.0,1713.0,674.0,1395.0,301.0,970.0,1600.0,829.0,1215.0,158.0,451.0,403.0,381.0,283.0,500.0,2015
Provo city, Utah,62470,Female,361.0,5125.0,6818.0,4931.0,2750.0,1005.0,1248.0,154.0,131.0,266.0,644.0,492.0,6264.0,3419.0,4913.0,2716.0,2232.0,1534.0,1987.0,914.0,2041.0,524.0,1313.0,1764.0,697.0,344.0,421.0,558.0,305.0,261.0,510.0,215.0,2015
St. George city, Utah,65330,Female,1732.0,2456.0,4828.0,3384.0,1096.0,278.0,49.0,0.0,234.0,390.0,126.0,0.0,2049.0,854.0,1279.0,1050.0,1436.0,631.0,959.0,1002.0,967.0,571.0,1505.0,1740.0,512.0,178.0,458.0,484.0,340.0,665.0,264.0,442.0,2015
Salt Lake City city, Utah,67000,Female,1162.0,5846.0,9657.0,12079.0,8052.0,2900.0,3103.0,569.0,241.0,1329.0,600.0,350.0,4075.0,2774.0,2225.0,2331.0,4131.0,1679.0,2029.0,1587.0,3344.0,2034.0,3521.0,4124.0,4327.0,2750.0,2194.0,1710.0,2191.0,1514.0,1960.0,2899.0,2015
Sandy city, Utah,67440,Female,730.0,2404.0,3372.0,2876.0,3588.0,1735.0,1864.0,202.0,593.0,745.0,299.0,265.0,1552.0,628.0,1922.0,1018.0,1826.0,755.0,1313.0,480.0,874.0,917.0,1073.0,1447.0,1474.0,1660.0,767.0,1215.0,769.0,667.0,619.0,1319.0,2015
South Jordan city, Utah,70850,Female,307.0,1259.0,1198.0,1847.0,2822.0,1213.0,2659.0,268.0,517.0,1194.0,243.0,156.0,1100.0,1116.0,724.0,518.0,340.0,324.0,312.0,542.0,820.0,532.0,666.0,1399.0,1558.0,479.0,266.0,484.0,1100.0,1161.0,1124.0,1019.0,2015
West Jordan city, Utah,82950,Female,330.0,1261.0,3295.0,4046.0,6447.0,1881.0,2569.0,391.0,799.0,1062.0,402.0,280.0,1879.0,2279.0,1566.0,1604.0,1555.0,1153.0,1165.0,1013.0,940.0,1431.0,2504.0,1869.0,1944.0,922.0,988.0,1276.0,1192.0,993.0,1012.0,133.0,2015
West Valley City city, Utah,83470,Female,196.0,2991.0,4623.0,5701.0,6074.0,1521.0,5306.0,932.0,540.0,1102.0,332.0,203.0,2208.0,1777.0,1063.0,2321.0,2271.0,723.0,2882.0,1156.0,1225.0,1803.0,3841.0,3389.0,2506.0,2285.0,1306.0,592.0,776.0,711.0,335.0,94.0,2015
Alexandria city, Virginia,01000,Female,298.0,2307.0,4215.0,4972.0,4857.0,3596.0,7908.0,1899.0,3702.0,5406.0,4285.0,926.0,1594.0,1099.0,2146.0,1439.0,1911.0,810.0,1877.0,897.0,2295.0,874.0,3186.0,2706.0,1424.0,2074.0,2089.0,2008.0,4134.0,3308.0,6524.0,8517.0,2015
Arlington CDP, Virginia,03000,Female,624.0,3637.0,6229.0,8982.0,9412.0,4943.0,11364.0,4195.0,4400.0,7098.0,2768.0,545.0,2827.0,2167.0,2255.0,1129.0,1894.0,807.0,1867.0,1471.0,2157.0,1137.0,1938.0,3049.0,1773.0,2811.0,2357.0,3867.0,5919.0,6741.0,11316.0,17836.0,2015
Centreville CDP, Virginia,14440,Female,125.0,1165.0,2155.0,2589.0,3266.0,1299.0,3341.0,394.0,1563.0,1781.0,1602.0,463.0,1149.0,1072.0,994.0,693.0,643.0,271.0,746.0,880.0,911.0,579.0,804.0,1975.0,889.0,2097.0,734.0,1087.0,1458.0,957.0,2078.0,2490.0,2015
Chesapeake city, Virginia,16000,Female,635.0,3735.0,5581.0,8356.0,8602.0,4527.0,10114.0,1618.0,2154.0,5948.0,1331.0,169.0,3683.0,2140.0,2378.0,1637.0,3503.0,1034.0,2808.0,1980.0,3156.0,1667.0,4928.0,4538.0,3950.0,4069.0,3521.0,3280.0,4434.0,2117.0,3445.0,2440.0,2015
Dale City CDP, Virginia,21088,Female,91.0,637.0,580.0,2656.0,762.0,345.0,1605.0,464.0,1051.0,2540.0,3432.0,985.0,931.0,595.0,946.0,302.0,832.0,1075.0,1101.0,393.0,1132.0,289.0,910.0,1032.0,1069.0,710.0,660.0,673.0,1065.0,964.0,1253.0,1227.0,2015
Hampton city, Virginia,35000,Female,619.0,3402.0,5896.0,6549.0,4163.0,2258.0,2672.0,693.0,1136.0,1544.0,957.0,218.0,3053.0,2112.0,2185.0,2073.0,2488.0,414.0,1684.0,1483.0,1688.0,755.0,2631.0,3211.0,2224.0,2576.0,1528.0,1364.0,1373.0,1229.0,717.0,1353.0,2015
Lynchburg city, Virginia,47672,Female,521.0,3771.0,5433.0,2904.0,2463.0,360.0,567.0,51.0,62.0,764.0,339.0,208.0,4108.0,1553.0,1637.0,833.0,1419.0,1038.0,1048.0,1029.0,272.0,613.0,1817.0,1780.0,1089.0,446.0,725.0,806.0,938.0,387.0,243.0,782.0,2015
Newport News city, Virginia,56000,Female,826.0,3671.0,9260.0,6699.0,6166.0,2771.0,5210.0,599.0,1089.0,2030.0,1531.0,830.0,3907.0,2543.0,2057.0,1389.0,2366.0,1663.0,3415.0,1391.0,2500.0,2087.0,3221.0,4533.0,2806.0,3767.0,2215.0,2292.0,1786.0,1878.0,1510.0,1003.0,2015
Norfolk city, Virginia,57000,Female,782.0,4954.0,6750.0,10590.0,9801.0,4581.0,5938.0,1041.0,1212.0,1768.0,1475.0,1239.0,4139.0,2944.0,2956.0,2810.0,3383.0,2271.0,4509.0,2464.0,3457.0,2195.0,4761.0,4583.0,2526.0,2914.0,2224.0,2259.0,2885.0,1516.0,2333.0,2092.0,2015
Portsmouth city, Virginia,64000,Female,840.0,879.0,2658.0,4009.0,2876.0,1590.0,2274.0,474.0,454.0,908.0,824.0,619.0,846.0,600.0,1687.0,963.0,1405.0,393.0,1286.0,790.0,869.0,758.0,3175.0,2693.0,936.0,1360.0,867.0,912.0,1110.0,674.0,608.0,410.0,2015
Richmond city, Virginia,67000,Female,998.0,5050.0,9164.0,10832.0,10656.0,3058.0,7535.0,808.0,1051.0,1788.0,1029.0,554.0,5751.0,4530.0,4112.0,2771.0,4125.0,2114.0,2932.0,1654.0,3198.0,1812.0,5396.0,4213.0,3833.0,2458.0,2103.0,2113.0,3086.0,2736.0,3132.0,3285.0,2015
Roanoke city, Virginia,68000,Female,366.0,1932.0,4254.0,4914.0,3125.0,1078.0,3451.0,133.0,0.0,877.0,855.0,165.0,1439.0,1550.0,2201.0,1108.0,899.0,1747.0,1570.0,920.0,1325.0,404.0,1799.0,2410.0,942.0,1593.0,1706.0,1059.0,1309.0,474.0,607.0,651.0,2015
Suffolk city, Virginia,76432,Female,148.0,2072.0,2343.0,2629.0,2366.0,1525.0,3272.0,977.0,1225.0,1878.0,1217.0,177.0,1701.0,1156.0,844.0,836.0,1197.0,869.0,885.0,671.0,1029.0,716.0,2456.0,1425.0,959.0,1189.0,1096.0,1496.0,1157.0,627.0,1408.0,596.0,2015
Virginia Beach city, Virginia,82000,Female,2284.0,9318.0,14080.0,20287.0,21668.0,10783.0,16274.0,2304.0,2484.0,4677.0,2426.0,1482.0,5168.0,6155.0,5966.0,3630.0,8194.0,3561.0,5850.0,4232.0,6425.0,4341.0,9579.0,11150.0,7890.0,7045.0,6555.0,4670.0,7701.0,5201.0,6072.0,5107.0,2015
Auburn city, Washington,03180,Female,211.0,1582.0,792.0,1873.0,3283.0,1336.0,2292.0,580.0,154.0,1310.0,1473.0,1106.0,1333.0,1301.0,557.0,506.0,371.0,90.0,949.0,152.0,1186.0,827.0,1459.0,1816.0,1180.0,802.0,1187.0,1101.0,1421.0,717.0,1002.0,1657.0,2015
Bellevue city, Washington,05210,Female,402.0,1408.0,5144.0,4419.0,5047.0,1576.0,4204.0,1451.0,832.0,1100.0,787.0,7.0,1996.0,1405.0,914.0,1172.0,1506.0,883.0,1898.0,773.0,1770.0,698.0,1083.0,1329.0,1416.0,1649.0,551.0,1156.0,1811.0,1266.0,3306.0,6112.0,2015
Bellingham city, Washington,05280,Female,1131.0,3775.0,5853.0,4113.0,2293.0,694.0,1384.0,567.0,162.0,231.0,63.0,127.0,3003.0,2482.0,1614.0,2131.0,963.0,1020.0,1209.0,532.0,2161.0,708.0,1954.0,1038.0,1470.0,1157.0,224.0,1050.0,1309.0,685.0,604.0,860.0,2015
Everett city, Washington,22640,Female,274.0,1496.0,3728.0,3950.0,2955.0,1729.0,2132.0,635.0,1333.0,1351.0,1569.0,1024.0,1541.0,1064.0,705.0,1380.0,1845.0,661.0,1819.0,662.0,1323.0,1879.0,1022.0,2048.0,1162.0,1895.0,565.0,770.0,1272.0,1247.0,1740.0,1352.0,2015
Federal Way city, Washington,23515,Female,74.0,1312.0,1912.0,2739.0,2674.0,1216.0,3227.0,575.0,458.0,1752.0,2192.0,623.0,1702.0,1355.0,731.0,330.0,1716.0,813.0,544.0,883.0,935.0,666.0,1627.0,970.0,2109.0,1358.0,1006.0,1565.0,1136.0,1030.0,1288.0,1317.0,2015
Kennewick city, Washington,35275,Female,411.0,2957.0,3241.0,3000.0,1749.0,842.0,698.0,160.0,499.0,584.0,621.0,286.0,1064.0,481.0,888.0,757.0,778.0,1030.0,615.0,1158.0,1279.0,1691.0,1440.0,1500.0,830.0,615.0,464.0,594.0,767.0,950.0,544.0,0.0,2015
Kent city, Washington,35415,Female,642.0,1120.0,2398.0,4471.0,3549.0,1651.0,3102.0,645.0,1709.0,2285.0,2435.0,1720.0,2073.0,1465.0,1291.0,1312.0,1535.0,919.0,759.0,1334.0,1853.0,1762.0,1267.0,3223.0,2926.0,1900.0,1053.0,989.0,1735.0,1368.0,2315.0,689.0,2015
Kirkland city, Washington,35940,Female,283.0,1037.0,1601.0,1928.0,3383.0,1948.0,3769.0,748.0,1725.0,2383.0,1325.0,256.0,1829.0,737.0,632.0,321.0,952.0,433.0,652.0,390.0,1024.0,438.0,548.0,1389.0,649.0,1228.0,490.0,1257.0,2160.0,1285.0,3766.0,4157.0,2015
Marysville city, Washington,43955,Female,667.0,1585.0,1545.0,1523.0,2158.0,1007.0,2447.0,410.0,192.0,792.0,1220.0,290.0,705.0,551.0,1000.0,746.0,1004.0,222.0,1169.0,443.0,783.0,128.0,1266.0,1848.0,1450.0,1198.0,1154.0,354.0,1146.0,564.0,730.0,663.0,2015
Pasco city, Washington,53545,Female,0.0,550.0,3612.0,3379.0,2115.0,297.0,1062.0,152.0,70.0,223.0,424.0,0.0,1053.0,347.0,488.0,309.0,1246.0,1187.0,438.0,230.0,964.0,339.0,1057.0,1179.0,1423.0,708.0,978.0,316.0,881.0,316.0,838.0,126.0,2015
Renton city, Washington,57745,Female,70.0,999.0,1638.0,2108.0,3021.0,1007.0,4453.0,1421.0,1550.0,2719.0,2240.0,716.0,978.0,657.0,1577.0,567.0,677.0,927.0,1149.0,1664.0,863.0,968.0,1318.0,1142.0,2062.0,874.0,956.0,869.0,1567.0,1549.0,3111.0,2282.0,2015
Seattle city, Washington,63000,Female,2465.0,9403.0,17881.0,29565.0,27916.0,13831.0,31739.0,6687.0,8551.0,16152.0,11329.0,1892.0,11471.0,9714.0,8168.0,4234.0,7953.0,4951.0,6430.0,4155.0,9162.0,4102.0,9942.0,12573.0,10720.0,12720.0,9014.0,11060.0,17046.0,11869.0,21404.0,28827.0,2015
Spokane city, Washington,67000,Female,816.0,4538.0,7186.0,10680.0,8154.0,2138.0,4839.0,487.0,465.0,2422.0,890.0,172.0,4657.0,2099.0,2934.0,1470.0,3070.0,2257.0,3301.0,1734.0,3670.0,1594.0,4559.0,4777.0,3648.0,1928.0,1751.0,2014.0,2400.0,1402.0,2495.0,1454.0,2015
Spokane Valley city, Washington,67167,Female,438.0,2738.0,4342.0,2675.0,3159.0,1283.0,1085.0,289.0,83.0,203.0,67.0,209.0,1689.0,1181.0,911.0,1261.0,1262.0,859.0,679.0,1111.0,1472.0,856.0,2005.0,1385.0,1179.0,1506.0,812.0,539.0,552.0,662.0,517.0,529.0,2015
Tacoma city, Washington,70000,Female,1233.0,4826.0,6417.0,7874.0,6727.0,1976.0,4970.0,906.0,1807.0,2719.0,3443.0,1223.0,3410.0,2940.0,2394.0,1077.0,3308.0,1074.0,2058.0,1241.0,3950.0,1866.0,3475.0,4437.0,3189.0,2281.0,1979.0,2872.0,3238.0,2721.0,2615.0,1961.0,2015
Vancouver city, Washington,74060,Female,943.0,3749.0,5195.0,7318.0,4308.0,2393.0,4311.0,707.0,707.0,2048.0,1427.0,392.0,2777.0,2538.0,2410.0,757.0,2933.0,783.0,2022.0,2385.0,2975.0,1805.0,1917.0,2178.0,2985.0,2636.0,1674.0,1523.0,2225.0,1412.0,1832.0,1606.0,2015
Yakima city, Washington,80010,Female,998.0,4731.0,3714.0,4528.0,1716.0,596.0,927.0,0.0,430.0,453.0,0.0,78.0,911.0,1569.0,969.0,1004.0,1403.0,1310.0,2515.0,1365.0,1317.0,611.0,1769.0,1621.0,793.0,1427.0,552.0,937.0,426.0,567.0,615.0,495.0,2015
Appleton city, Wisconsin,02375,Female,531.0,2819.0,5711.0,3362.0,2650.0,369.0,901.0,292.0,128.0,58.0,111.0,258.0,1805.0,1613.0,1014.0,1044.0,1634.0,479.0,1182.0,762.0,632.0,614.0,828.0,1720.0,1739.0,1018.0,684.0,946.0,1216.0,594.0,523.0,342.0,2015
Eau Claire city, Wisconsin,22300,Female,560.0,3620.0,5395.0,4191.0,1630.0,683.0,1396.0,167.0,83.0,33.0,368.0,402.0,1249.0,2145.0,1029.0,1296.0,1809.0,317.0,1458.0,1085.0,978.0,1755.0,1600.0,999.0,1124.0,925.0,1160.0,808.0,1300.0,113.0,360.0,358.0,2015
Green Bay city, Wisconsin,31000,Female,629.0,4296.0,6075.0,6995.0,3051.0,972.0,1572.0,45.0,42.0,256.0,292.0,0.0,2499.0,1179.0,2018.0,1721.0,2371.0,1130.0,1755.0,1019.0,1260.0,1024.0,1868.0,2564.0,1255.0,1118.0,938.0,1260.0,1639.0,949.0,331.0,319.0,2015
Kenosha city, Wisconsin,39225,Female,885.0,3293.0,4578.0,2847.0,3456.0,2039.0,2156.0,377.0,843.0,1567.0,483.0,270.0,2220.0,1288.0,1309.0,1082.0,2695.0,619.0,2027.0,428.0,1930.0,558.0,1863.0,2127.0,1151.0,1126.0,1390.0,1144.0,1264.0,1243.0,496.0,791.0,2015
Madison city, Wisconsin,48000,Female,1498.0,9329.0,15853.0,14886.0,10371.0,5214.0,6675.0,1027.0,1099.0,1115.0,944.0,432.0,6677.0,5719.0,5366.0,2446.0,5792.0,2164.0,4017.0,1496.0,4883.0,1542.0,5922.0,5634.0,4571.0,4330.0,2547.0,3163.0,5234.0,2954.0,3875.0,2684.0,2015
Milwaukee city, Wisconsin,53000,Female,2148.0,12824.0,22650.0,27971.0,24345.0,9707.0,19380.0,2776.0,3077.0,5136.0,3539.0,2083.0,12146.0,7532.0,7830.0,7367.0,9646.0,5815.0,10374.0,5705.0,8608.0,6736.0,11404.0,11906.0,9390.0,10058.0,6008.0,7289.0,6858.0,6245.0,5793.0,3164.0,2015
Oshkosh city, Wisconsin,60500,Female,645.0,4064.0,3886.0,2912.0,1271.0,419.0,678.0,262.0,113.0,539.0,227.0,39.0,1149.0,1393.0,2189.0,957.0,1044.0,646.0,976.0,460.0,839.0,700.0,1665.0,1679.0,907.0,1066.0,115.0,779.0,889.0,220.0,236.0,195.0,2015
