City Name,Gender,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,State Code,Zip Code,Year,State,City
Anchorage municipality,Male,3019.0,4120.0,2544.0,2362.0,3548.0,957.0,3432.0,2624.0,2501.0,2070.0,6389.0,5625.0,4499.0,4637.0,3251.0,5731.0,6767.0,6377.0,10150.0,15198.0,02,03000,2015, Alaska,
Avondale city,Male,919.0,384.0,188.0,593.0,798.0,222.0,803.0,592.0,1167.0,541.0,1791.0,1916.0,1878.0,2025.0,1285.0,1234.0,1953.0,1076.0,776.0,753.0,04,04720,2015, Arizona,
Casas Adobes CDP,Male,971.0,593.0,403.0,337.0,600.0,377.0,453.0,254.0,735.0,209.0,1136.0,1360.0,1016.0,1094.0,1127.0,825.0,1223.0,1511.0,1855.0,1044.0,04,10670,2015, Arizona,
Chandler city,Male,2668.0,1264.0,2188.0,1942.0,1771.0,1700.0,1921.0,1473.0,2161.0,1675.0,4116.0,5053.0,2782.0,4182.0,3913.0,3282.0,4714.0,4800.0,10241.0,14956.0,04,12000,2015, Arizona,
Flagstaff city,Male,2322.0,1852.0,2245.0,648.0,1397.0,239.0,1215.0,327.0,826.0,209.0,726.0,750.0,741.0,575.0,749.0,583.0,1208.0,1116.0,1742.0,1426.0,04,23620,2015, Arizona,
Gilbert town,Male,2570.0,2005.0,1638.0,1276.0,1650.0,1124.0,1236.0,650.0,1850.0,1559.0,3713.0,4211.0,3189.0,3206.0,3241.0,3370.0,5668.0,4843.0,8563.0,13716.0,04,27400,2015, Arizona,
Glendale city,Male,3404.0,1924.0,2179.0,1525.0,4980.0,1114.0,2650.0,2710.0,3216.0,1845.0,4980.0,4919.0,3740.0,3835.0,3100.0,3077.0,3808.0,2005.0,3552.0,4231.0,04,27820,2015, Arizona,
Goodyear city,Male,735.0,473.0,300.0,633.0,466.0,197.0,261.0,410.0,1549.0,251.0,1131.0,1625.0,1710.0,1322.0,655.0,946.0,1266.0,1033.0,1741.0,2956.0,04,28380,2015, Arizona,
Mesa city,Male,6773.0,4039.0,4322.0,4521.0,8661.0,2632.0,6024.0,4511.0,7157.0,2931.0,10584.0,10614.0,6808.0,10566.0,5389.0,5000.0,6406.0,5481.0,8169.0,12278.0,04,46000,2015, Arizona,
Peoria city,Male,1802.0,1246.0,1218.0,788.0,1718.0,471.0,2180.0,1090.0,2010.0,633.0,1798.0,3145.0,2666.0,1913.0,2207.0,2490.0,3263.0,2028.0,4192.0,5669.0,04,54050,2015, Arizona,
Phoenix city,Male,14814.0,12613.0,15773.0,11991.0,24585.0,12685.0,20811.0,13054.0,22793.0,12374.0,34747.0,32076.0,25249.0,27176.0,17024.0,19666.0,21916.0,16277.0,24499.0,45293.0,04,55000,2015, Arizona,
San Tan Valley CDP,Male,1652.0,156.0,1212.0,261.0,2026.0,202.0,266.0,390.0,967.0,658.0,857.0,804.0,987.0,940.0,1453.0,1119.0,1841.0,2231.0,1540.0,1566.0,04,64210,2015, Arizona,
Scottsdale city,Male,3605.0,1330.0,1580.0,1857.0,3189.0,1016.0,1653.0,1491.0,2268.0,494.0,1486.0,3941.0,1676.0,3591.0,2515.0,3286.0,6593.0,3508.0,5442.0,20141.0,04,65000,2015, Arizona,
Surprise city,Male,1095.0,791.0,1057.0,518.0,1492.0,445.0,846.0,444.0,929.0,531.0,1467.0,1082.0,1799.0,2782.0,1967.0,1775.0,2088.0,1991.0,2291.0,2268.0,04,71510,2015, Arizona,
Tempe city,Male,4514.0,3619.0,3040.0,2732.0,3714.0,456.0,2813.0,1644.0,4120.0,1087.0,3246.0,3751.0,2790.0,4236.0,2187.0,2523.0,3221.0,2429.0,3979.0,5955.0,04,73000,2015, Arizona,
Tucson city,Male,10476.0,8113.0,7105.0,5448.0,10073.0,4222.0,8193.0,5995.0,10014.0,4406.0,8397.0,11043.0,6470.0,7510.0,6033.0,4523.0,6144.0,3937.0,7201.0,6941.0,04,77000,2015, Arizona,
Yuma city,Male,1017.0,1347.0,1372.0,640.0,1656.0,691.0,1417.0,1222.0,1729.0,748.0,1902.0,2265.0,1552.0,1727.0,1188.0,1240.0,1317.0,1146.0,1478.0,1319.0,04,85540,2015, Arizona,
Fayetteville city,Male,1438.0,1187.0,1490.0,1403.0,1327.0,617.0,944.0,395.0,1350.0,417.0,1540.0,1315.0,1517.0,1355.0,1108.0,861.0,994.0,799.0,1794.0,2016.0,05,23290,2015, Arkansas,
Fort Smith city,Male,1669.0,560.0,533.0,1111.0,926.0,256.0,1823.0,667.0,934.0,537.0,1987.0,2816.0,1145.0,705.0,619.0,1198.0,786.0,823.0,719.0,1734.0,05,24550,2015, Arkansas,
Jonesboro city,Male,1054.0,596.0,1246.0,756.0,788.0,542.0,1459.0,526.0,1107.0,292.0,2186.0,1592.0,1110.0,155.0,1016.0,903.0,1410.0,578.0,883.0,1410.0,05,35710,2015, Arkansas,
Little Rock city,Male,2050.0,1244.0,2231.0,1944.0,3713.0,955.0,1718.0,1506.0,2953.0,3510.0,3592.0,3249.0,2618.0,2779.0,1636.0,2016.0,2530.0,3002.0,3943.0,7475.0,05,41000,2015, Arkansas,
North Little Rock city,Male,791.0,786.0,243.0,374.0,827.0,645.0,850.0,244.0,1380.0,323.0,1668.0,801.0,1212.0,720.0,490.0,448.0,904.0,761.0,559.0,818.0,05,50450,2015, Arkansas,
Springdale city,Male,739.0,647.0,465.0,308.0,1021.0,1249.0,518.0,390.0,1868.0,1526.0,3243.0,1570.0,1675.0,1140.0,554.0,785.0,955.0,486.0,1351.0,1777.0,05,66080,2015, Arkansas,
Alameda city,Male,824.0,509.0,581.0,491.0,1377.0,357.0,1111.0,391.0,681.0,388.0,859.0,572.0,249.0,1300.0,521.0,1123.0,1749.0,1259.0,2306.0,5923.0,06,00562,2015, California,
Alhambra city,Male,1272.0,453.0,352.0,1032.0,1184.0,785.0,903.0,914.0,1125.0,434.0,1549.0,1899.0,1547.0,1303.0,457.0,1307.0,1370.0,967.0,1385.0,3163.0,06,00884,2015, California,
Anaheim city,Male,3528.0,2430.0,4111.0,2404.0,6652.0,3497.0,5180.0,5029.0,6331.0,3909.0,8553.0,8095.0,7316.0,4794.0,5245.0,4502.0,6236.0,4341.0,7354.0,8287.0,06,02000,2015, California,
Antioch city,Male,1623.0,249.0,1277.0,422.0,646.0,558.0,766.0,331.0,1306.0,818.0,1533.0,1141.0,1038.0,1433.0,1577.0,1527.0,2353.0,1135.0,3413.0,3861.0,06,02252,2015, California,
Apple Valley town,Male,490.0,680.0,546.0,386.0,1354.0,98.0,406.0,458.0,1079.0,326.0,865.0,851.0,1018.0,296.0,268.0,1418.0,803.0,442.0,1331.0,1248.0,06,02364,2015, California,
Arden-Arcade CDP,Male,1225.0,664.0,1307.0,876.0,1758.0,937.0,969.0,1009.0,1246.0,432.0,1823.0,1675.0,782.0,1170.0,960.0,1069.0,1158.0,1388.0,1909.0,3573.0,06,02553,2015, California,
Bakersfield city,Male,4309.0,2892.0,3188.0,2326.0,4564.0,2560.0,2734.0,1382.0,4207.0,2847.0,6151.0,6457.0,4735.0,5553.0,4708.0,3034.0,6279.0,5986.0,7540.0,14388.0,06,03526,2015, California,
Baldwin Park city,Male,351.0,785.0,1002.0,818.0,685.0,873.0,778.0,838.0,1996.0,685.0,1657.0,2039.0,1705.0,1311.0,1015.0,821.0,893.0,467.0,653.0,646.0,06,03666,2015, California,
Bellflower city,Male,575.0,493.0,504.0,373.0,840.0,284.0,811.0,761.0,266.0,691.0,1312.0,2217.0,1849.0,838.0,770.0,1449.0,905.0,989.0,1177.0,1293.0,06,04982,2015, California,
Berkeley city,Male,3174.0,2076.0,1633.0,1411.0,1393.0,409.0,1105.0,799.0,1425.0,402.0,1121.0,2263.0,1009.0,2076.0,1216.0,982.0,1851.0,1245.0,3368.0,8913.0,06,06000,2015, California,
Buena Park city,Male,632.0,742.0,839.0,585.0,859.0,491.0,454.0,481.0,1598.0,418.0,1870.0,1675.0,935.0,1986.0,927.0,665.0,1030.0,1252.0,1581.0,2113.0,06,08786,2015, California,
Burbank city,Male,927.0,589.0,940.0,885.0,1365.0,481.0,796.0,458.0,988.0,337.0,872.0,2350.0,1441.0,1451.0,1210.0,1320.0,1632.0,1743.0,3850.0,5491.0,06,08954,2015, California,
Camarillo city,Male,557.0,708.0,739.0,339.0,407.0,236.0,575.0,454.0,543.0,305.0,645.0,809.0,845.0,1109.0,613.0,619.0,1951.0,662.0,1797.0,4212.0,06,10046,2015, California,
Carlsbad city,Male,980.0,466.0,634.0,243.0,1184.0,430.0,1040.0,658.0,1130.0,967.0,1189.0,1581.0,1276.0,1101.0,1581.0,1073.0,887.0,1713.0,4312.0,11155.0,06,11194,2015, California,
Carmichael CDP,Male,1028.0,459.0,727.0,495.0,903.0,474.0,241.0,175.0,131.0,1008.0,902.0,597.0,924.0,572.0,1215.0,618.0,757.0,923.0,1312.0,1947.0,06,11390,2015, California,
Carson city,Male,1107.0,1567.0,745.0,847.0,948.0,277.0,1147.0,586.0,909.0,903.0,1256.0,1108.0,1527.0,1685.0,1296.0,1313.0,2002.0,1136.0,2516.0,1569.0,06,11530,2015, California,
Chico city,Male,2495.0,1583.0,1720.0,1029.0,1523.0,744.0,960.0,545.0,1036.0,1138.0,1119.0,1200.0,998.0,1963.0,695.0,579.0,1584.0,717.0,2015.0,1863.0,06,13014,2015, California,
Chino city,Male,1713.0,651.0,1232.0,571.0,863.0,644.0,1040.0,629.0,804.0,706.0,1248.0,522.0,663.0,1182.0,812.0,1115.0,1426.0,880.0,2599.0,1956.0,06,13210,2015, California,
Chino Hills city,Male,702.0,299.0,303.0,409.0,1282.0,263.0,1128.0,557.0,1186.0,229.0,615.0,1619.0,1389.0,818.0,630.0,1299.0,1441.0,1408.0,2990.0,5935.0,06,13214,2015, California,
Chula Vista city,Male,2102.0,3082.0,3108.0,1469.0,3614.0,1671.0,2693.0,2628.0,2807.0,1734.0,3966.0,4502.0,3307.0,4928.0,2965.0,3903.0,4921.0,4144.0,6720.0,7840.0,06,13392,2015, California,
Citrus Heights city,Male,813.0,1271.0,1101.0,593.0,1226.0,240.0,919.0,611.0,1046.0,524.0,1430.0,2527.0,1173.0,1435.0,1054.0,1116.0,1973.0,804.0,1467.0,877.0,06,13588,2015, California,
Clovis city,Male,1995.0,683.0,1190.0,493.0,930.0,390.0,1258.0,845.0,1446.0,187.0,1032.0,1236.0,1112.0,1287.0,1037.0,1822.0,2636.0,1468.0,3188.0,3592.0,06,14218,2015, California,
Compton city,Male,993.0,1126.0,637.0,1138.0,1410.0,387.0,2263.0,1304.0,1931.0,1208.0,2437.0,2245.0,1847.0,1311.0,802.0,363.0,1277.0,679.0,378.0,268.0,06,15044,2015, California,
Concord city,Male,1629.0,1158.0,1069.0,873.0,1749.0,1343.0,903.0,805.0,804.0,848.0,1985.0,2110.0,2760.0,2541.0,913.0,1461.0,2137.0,3165.0,3474.0,6588.0,06,16000,2015, California,
Corona city,Male,1997.0,1321.0,750.0,1070.0,1528.0,586.0,2575.0,1245.0,1632.0,963.0,2701.0,2938.0,2220.0,2152.0,2268.0,2339.0,2477.0,3292.0,4630.0,8988.0,06,16350,2015, California,
Costa Mesa city,Male,1626.0,891.0,1934.0,923.0,2010.0,605.0,1185.0,522.0,1480.0,1186.0,1492.0,2653.0,1255.0,2245.0,1416.0,1993.0,3019.0,1687.0,3370.0,6819.0,06,16532,2015, California,
Daly City city,Male,1175.0,738.0,1754.0,702.0,1364.0,520.0,1477.0,1103.0,2454.0,472.0,1543.0,3043.0,1345.0,2595.0,2211.0,1900.0,2924.0,2088.0,2832.0,2365.0,06,17918,2015, California,
Davis city,Male,2682.0,1920.0,895.0,1191.0,518.0,134.0,430.0,508.0,528.0,220.0,790.0,689.0,573.0,599.0,633.0,631.0,869.0,642.0,1296.0,3765.0,06,18100,2015, California,
Downey city,Male,950.0,974.0,645.0,549.0,1171.0,574.0,936.0,1416.0,1537.0,1559.0,1982.0,2560.0,1967.0,2068.0,1153.0,1868.0,1380.0,1596.0,2746.0,2138.0,06,19766,2015, California,
East Los Angeles CDP,Male,713.0,412.0,880.0,1499.0,2502.0,1200.0,1886.0,1374.0,3560.0,1070.0,3585.0,2540.0,1515.0,2009.0,731.0,1365.0,1174.0,1542.0,940.0,903.0,06,20802,2015, California,
El Cajon city,Male,567.0,813.0,1459.0,1296.0,2293.0,634.0,1678.0,1418.0,1633.0,1023.0,2202.0,2194.0,2044.0,1308.0,675.0,1084.0,1853.0,1221.0,1419.0,1419.0,06,21712,2015, California,
Elk Grove city,Male,2196.0,1563.0,1357.0,688.0,2294.0,1152.0,823.0,687.0,2120.0,783.0,1890.0,1718.0,2288.0,2742.0,1096.0,2326.0,2380.0,3292.0,6442.0,5572.0,06,22020,2015, California,
El Monte city,Male,637.0,863.0,708.0,681.0,1141.0,775.0,1078.0,1744.0,6034.0,1683.0,2582.0,3326.0,1684.0,1444.0,651.0,503.0,1253.0,1539.0,813.0,1226.0,06,22230,2015, California,
Escondido city,Male,2760.0,1637.0,1845.0,1507.0,2967.0,1524.0,2550.0,1677.0,1964.0,1527.0,2721.0,2939.0,2630.0,2798.0,1919.0,2344.0,2392.0,1376.0,2063.0,4099.0,06,22804,2015, California,
Fairfield city,Male,1563.0,765.0,1142.0,975.0,950.0,658.0,1390.0,714.0,1333.0,506.0,850.0,1991.0,1681.0,1640.0,895.0,1524.0,2090.0,1755.0,2367.0,4252.0,06,23182,2015, California,
Florence-Graham CDP,Male,920.0,404.0,303.0,355.0,985.0,605.0,1623.0,2280.0,1188.0,1146.0,1402.0,1572.0,1064.0,712.0,366.0,482.0,581.0,238.0,267.0,247.0,06,24477,2015, California,
Folsom city,Male,773.0,728.0,252.0,136.0,657.0,577.0,587.0,354.0,285.0,119.0,665.0,543.0,107.0,1035.0,468.0,618.0,1090.0,1105.0,3552.0,7370.0,06,24638,2015, California,
Fontana city,Male,2075.0,1781.0,1219.0,1143.0,2457.0,1024.0,3351.0,3380.0,2201.0,1112.0,4375.0,4185.0,2621.0,4269.0,1887.0,4626.0,3056.0,2183.0,3101.0,2614.0,06,24680,2015, California,
Fremont city,Male,1749.0,1614.0,1310.0,454.0,1428.0,313.0,947.0,478.0,1368.0,605.0,2297.0,3829.0,2268.0,3129.0,1483.0,3275.0,4304.0,2591.0,8947.0,25526.0,06,26000,2015, California,
Fresno city,Male,7221.0,5359.0,7394.0,6536.0,8217.0,3980.0,7989.0,6468.0,5986.0,4359.0,7660.0,8861.0,6160.0,5460.0,5448.0,5023.0,5994.0,4584.0,6595.0,8431.0,06,27000,2015, California,
Fullerton city,Male,1536.0,1019.0,1585.0,434.0,942.0,1298.0,1494.0,1305.0,2739.0,899.0,2853.0,3295.0,1594.0,2106.0,1048.0,1611.0,2192.0,1889.0,3972.0,5926.0,06,28000,2015, California,
Garden Grove city,Male,2139.0,1595.0,1824.0,1445.0,3176.0,1220.0,2840.0,1258.0,4159.0,1387.0,3097.0,4834.0,2657.0,2658.0,1575.0,1831.0,2657.0,1136.0,2330.0,3827.0,06,29000,2015, California,
Glendale city,Male,2762.0,1345.0,1765.0,2139.0,3131.0,2377.0,2885.0,1222.0,3234.0,1662.0,2411.0,2622.0,2545.0,3030.0,2241.0,1703.0,4938.0,2262.0,4627.0,9517.0,06,30000,2015, California,
Hawthorne city,Male,793.0,492.0,1521.0,979.0,1176.0,985.0,1749.0,1565.0,2165.0,559.0,1154.0,2105.0,1475.0,495.0,969.0,784.0,1162.0,1165.0,1169.0,1585.0,06,32548,2015, California,
Hayward city,Male,890.0,831.0,1354.0,734.0,1089.0,1069.0,1688.0,1426.0,1732.0,790.0,3095.0,4014.0,3050.0,4119.0,2049.0,3183.0,3217.0,2908.0,4424.0,4199.0,06,33000,2015, California,
Hemet city,Male,713.0,349.0,547.0,748.0,892.0,132.0,940.0,870.0,933.0,685.0,643.0,516.0,1611.0,981.0,419.0,867.0,1165.0,555.0,1032.0,507.0,06,33182,2015, California,
Hesperia city,Male,1070.0,606.0,1108.0,231.0,1048.0,673.0,665.0,453.0,829.0,825.0,1192.0,1199.0,690.0,1007.0,617.0,1846.0,1594.0,990.0,884.0,794.0,06,33434,2015, California,
Huntington Beach city,Male,2675.0,2047.0,2109.0,1338.0,3115.0,1268.0,1335.0,2088.0,2578.0,1001.0,2910.0,2828.0,1653.0,3367.0,2152.0,3269.0,3047.0,2512.0,7511.0,13121.0,06,36000,2015, California,
Indio city,Male,603.0,1122.0,713.0,930.0,962.0,182.0,1048.0,732.0,1402.0,848.0,1960.0,1956.0,1255.0,1140.0,1112.0,1043.0,890.0,1163.0,1429.0,1354.0,06,36448,2015, California,
Inglewood city,Male,1586.0,1746.0,1102.0,791.0,2438.0,771.0,2147.0,1041.0,1299.0,1459.0,2466.0,2377.0,1162.0,1764.0,351.0,777.0,1612.0,976.0,1332.0,718.0,06,36546,2015, California,
Irvine city,Male,3601.0,1557.0,1442.0,1282.0,2802.0,619.0,1074.0,939.0,1771.0,574.0,1909.0,2600.0,2448.0,2798.0,2281.0,3743.0,3087.0,4771.0,10480.0,25896.0,06,36770,2015, California,
Jurupa Valley city,Male,1376.0,1176.0,1333.0,1146.0,1978.0,497.0,1496.0,552.0,1711.0,532.0,3113.0,1361.0,1427.0,1993.0,1010.0,1466.0,2074.0,1380.0,1757.0,1353.0,06,37692,2015, California,
Laguna Niguel city,Male,442.0,711.0,681.0,602.0,881.0,176.0,462.0,323.0,1132.0,418.0,734.0,836.0,140.0,359.0,408.0,483.0,784.0,558.0,2073.0,5619.0,06,39248,2015, California,
Lake Forest city,Male,854.0,663.0,852.0,1069.0,793.0,529.0,739.0,517.0,755.0,404.0,1340.0,672.0,679.0,634.0,774.0,1516.0,1461.0,1249.0,4062.0,6354.0,06,39496,2015, California,
Lakewood city,Male,613.0,361.0,442.0,264.0,476.0,346.0,979.0,506.0,546.0,593.0,833.0,1687.0,1308.0,864.0,891.0,1033.0,2766.0,1684.0,3101.0,2731.0,06,39892,2015, California,
Lancaster city,Male,1028.0,524.0,1271.0,634.0,1252.0,841.0,1245.0,479.0,1099.0,714.0,2066.0,2816.0,2510.0,3104.0,1942.0,2349.0,2052.0,1896.0,2491.0,3919.0,06,40130,2015, California,
Livermore city,Male,667.0,776.0,505.0,453.0,397.0,730.0,727.0,783.0,1235.0,0.0,648.0,890.0,664.0,962.0,606.0,1184.0,1326.0,1846.0,3045.0,8729.0,06,41992,2015, California,
Long Beach city,Male,4149.0,3588.0,3133.0,2869.0,5292.0,3326.0,6147.0,4768.0,8959.0,3369.0,8361.0,9949.0,6444.0,6625.0,4803.0,6988.0,8264.0,6303.0,9971.0,13810.0,06,43000,2015, California,
Los Angeles city,Male,44484.0,28972.0,43256.0,32818.0,67814.0,37122.0,72752.0,43917.0,74477.0,39117.0,77367.0,75342.0,56411.0,57542.0,40084.0,45310.0,57936.0,43725.0,72928.0,143088.0,06,44000,2015, California,
Lynwood city,Male,476.0,547.0,954.0,577.0,1825.0,824.0,1138.0,1415.0,1213.0,733.0,1637.0,1737.0,1026.0,951.0,565.0,81.0,1280.0,402.0,298.0,411.0,06,44574,2015, California,
Manteca city,Male,1079.0,396.0,1043.0,872.0,437.0,866.0,479.0,240.0,586.0,600.0,1258.0,786.0,550.0,725.0,977.0,945.0,1324.0,1211.0,1761.0,1551.0,06,45484,2015, California,
Menifee city,Male,423.0,551.0,889.0,432.0,960.0,448.0,628.0,202.0,641.0,404.0,1039.0,1133.0,1035.0,1140.0,1015.0,1329.0,1969.0,1695.0,2266.0,1889.0,06,46842,2015, California,
Merced city,Male,1158.0,1657.0,898.0,365.0,1106.0,529.0,1355.0,322.0,1219.0,672.0,729.0,1617.0,1159.0,1233.0,453.0,276.0,869.0,692.0,851.0,1136.0,06,46898,2015, California,
Milpitas city,Male,426.0,1064.0,701.0,284.0,624.0,278.0,872.0,430.0,771.0,565.0,160.0,1485.0,1131.0,1346.0,959.0,800.0,1023.0,738.0,2489.0,7244.0,06,47766,2015, California,
Mission Viejo city,Male,1280.0,1070.0,1365.0,445.0,1327.0,436.0,742.0,437.0,1416.0,177.0,1020.0,1226.0,1164.0,1052.0,527.0,1213.0,1815.0,700.0,3582.0,9815.0,06,48256,2015, California,
Modesto city,Male,3149.0,2085.0,1461.0,1435.0,1909.0,1014.0,3056.0,746.0,3071.0,1329.0,3065.0,3292.0,3302.0,2768.0,1967.0,2613.0,3394.0,2327.0,4960.0,5067.0,06,48354,2015, California,
Moreno Valley city,Male,1862.0,1988.0,1863.0,1390.0,2116.0,1390.0,2863.0,1575.0,2597.0,1987.0,4731.0,4462.0,3262.0,2866.0,3482.0,1989.0,4058.0,1581.0,3331.0,2221.0,06,49270,2015, California,
Mountain View city,Male,849.0,312.0,291.0,374.0,403.0,141.0,51.0,355.0,1544.0,831.0,1081.0,925.0,351.0,1528.0,958.0,1346.0,896.0,1049.0,2001.0,12986.0,06,49670,2015, California,
Murrieta city,Male,1863.0,429.0,1141.0,342.0,817.0,378.0,616.0,945.0,806.0,874.0,611.0,1403.0,962.0,1402.0,512.0,1094.0,1682.0,1685.0,3447.0,4637.0,06,50076,2015, California,
Napa city,Male,1474.0,582.0,859.0,749.0,1146.0,563.0,865.0,1111.0,564.0,794.0,1015.0,1818.0,1140.0,1343.0,684.0,915.0,1647.0,1108.0,2154.0,3913.0,06,50258,2015, California,
Newport Beach city,Male,1393.0,456.0,936.0,478.0,268.0,94.0,185.0,105.0,27.0,153.0,1046.0,518.0,647.0,831.0,902.0,762.0,988.0,1101.0,2760.0,11800.0,06,51182,2015, California,
Norwalk city,Male,1424.0,525.0,652.0,556.0,1516.0,570.0,1958.0,545.0,2666.0,836.0,1869.0,2773.0,2301.0,1372.0,1058.0,2180.0,2931.0,915.0,1895.0,1280.0,06,52526,2015, California,
Oakland city,Male,5602.0,4051.0,4099.0,2771.0,5912.0,3499.0,4427.0,4034.0,5898.0,4409.0,7556.0,8779.0,5006.0,6199.0,4662.0,5145.0,6719.0,5575.0,8161.0,20405.0,06,53000,2015, California,
Oceanside city,Male,1647.0,2137.0,1651.0,884.0,2728.0,911.0,1810.0,1560.0,2183.0,1396.0,3433.0,1885.0,2522.0,3729.0,2205.0,2303.0,2992.0,2361.0,4818.0,5618.0,06,53322,2015, California,
Ontario city,Male,1910.0,1229.0,1622.0,1472.0,3849.0,976.0,2400.0,1814.0,3203.0,1920.0,3932.0,3708.0,3011.0,2377.0,1545.0,1528.0,3117.0,2511.0,3544.0,2605.0,06,53896,2015, California,
Orange city,Male,1767.0,804.0,633.0,486.0,1140.0,1417.0,1144.0,899.0,1594.0,1657.0,2086.0,2798.0,1646.0,1152.0,1040.0,1953.0,3625.0,1825.0,4385.0,7033.0,06,53980,2015, California,
Oxnard city,Male,1330.0,1228.0,2295.0,2122.0,4075.0,1913.0,4657.0,2465.0,5034.0,2564.0,4981.0,3838.0,2496.0,2607.0,2242.0,2331.0,1768.0,1538.0,2540.0,3729.0,06,54652,2015, California,
Palmdale city,Male,1219.0,806.0,1415.0,719.0,1440.0,1060.0,1850.0,1013.0,2006.0,741.0,2966.0,2442.0,2741.0,2224.0,2045.0,2626.0,2207.0,1519.0,2684.0,2861.0,06,55156,2015, California,
Palo Alto city,Male,824.0,255.0,192.0,72.0,557.0,79.0,94.0,78.0,0.0,0.0,125.0,768.0,307.0,175.0,504.0,750.0,783.0,1044.0,1030.0,9877.0,06,55282,2015, California,
Pasadena city,Male,1179.0,620.0,797.0,881.0,1788.0,659.0,1746.0,643.0,2595.0,722.0,2251.0,2405.0,1778.0,1592.0,963.0,1323.0,2792.0,2278.0,3948.0,9094.0,06,56000,2015, California,
Perris city,Male,548.0,448.0,505.0,552.0,1012.0,562.0,1746.0,497.0,720.0,846.0,2270.0,1771.0,1557.0,1217.0,757.0,796.0,1625.0,869.0,945.0,764.0,06,56700,2015, California,
Pittsburg city,Male,905.0,401.0,333.0,615.0,946.0,371.0,540.0,474.0,1495.0,735.0,795.0,2014.0,1009.0,899.0,731.0,1734.0,728.0,1273.0,1381.0,1730.0,06,57456,2015, California,
Pleasanton city,Male,1018.0,329.0,488.0,335.0,503.0,111.0,381.0,103.0,495.0,232.0,405.0,354.0,210.0,672.0,489.0,568.0,911.0,1117.0,2037.0,11542.0,06,57792,2015, California,
Pomona city,Male,2252.0,1479.0,1803.0,1080.0,1731.0,768.0,2468.0,1392.0,2780.0,855.0,3526.0,3362.0,2631.0,2323.0,1201.0,2235.0,2089.0,1480.0,1687.0,1971.0,06,58072,2015, California,
Rancho Cordova city,Male,484.0,849.0,681.0,764.0,686.0,486.0,780.0,656.0,808.0,476.0,1268.0,755.0,1085.0,1048.0,1018.0,917.0,1641.0,857.0,2266.0,1776.0,06,59444,2015, California,
Rancho Cucamonga city,Male,1633.0,1687.0,786.0,1305.0,1972.0,863.0,1923.0,1089.0,1743.0,1427.0,2290.0,3013.0,1847.0,2628.0,1390.0,2830.0,3214.0,2374.0,5634.0,7780.0,06,59451,2015, California,
Redding city,Male,764.0,1126.0,446.0,765.0,614.0,677.0,1108.0,1519.0,900.0,694.0,1382.0,1089.0,1204.0,1290.0,551.0,954.0,1147.0,623.0,1686.0,2013.0,06,59920,2015, California,
Redlands city,Male,1043.0,763.0,756.0,426.0,362.0,67.0,367.0,166.0,1064.0,326.0,558.0,1269.0,710.0,1148.0,578.0,1162.0,716.0,885.0,2118.0,2720.0,06,59962,2015, California,
Redondo Beach city,Male,871.0,188.0,966.0,453.0,453.0,212.0,11.0,65.0,528.0,375.0,356.0,1348.0,455.0,772.0,420.0,889.0,1859.0,1688.0,2880.0,9366.0,06,60018,2015, California,
Redwood City city,Male,1145.0,365.0,626.0,561.0,969.0,332.0,368.0,357.0,1191.0,666.0,1551.0,1953.0,746.0,890.0,611.0,1093.0,1642.0,961.0,2259.0,8475.0,06,60102,2015, California,
Rialto city,Male,827.0,966.0,1437.0,968.0,1061.0,752.0,2311.0,959.0,2166.0,864.0,1523.0,1640.0,2920.0,1702.0,1036.0,1277.0,1650.0,1085.0,958.0,726.0,06,60466,2015, California,
Richmond city,Male,696.0,648.0,1157.0,636.0,2448.0,1273.0,989.0,1205.0,2406.0,425.0,1831.0,2334.0,2133.0,1512.0,1244.0,1518.0,1422.0,2027.0,1915.0,2677.0,06,60620,2015, California,
Riverside city,Male,3953.0,3392.0,3727.0,3315.0,3602.0,2441.0,3925.0,2712.0,5588.0,3067.0,7295.0,6291.0,5601.0,4062.0,4735.0,4210.0,4883.0,4650.0,6000.0,6915.0,06,62000,2015, California,
Roseville city,Male,1674.0,1274.0,796.0,586.0,1071.0,583.0,1011.0,650.0,1714.0,377.0,845.0,1417.0,1879.0,1689.0,745.0,1741.0,2823.0,1821.0,4841.0,6675.0,06,62938,2015, California,
Sacramento city,Male,5774.0,3892.0,5321.0,3951.0,5862.0,3459.0,4583.0,2480.0,6334.0,4378.0,7583.0,8677.0,6765.0,5281.0,5410.0,6558.0,7993.0,6164.0,9728.0,11194.0,06,64000,2015, California,
Salinas city,Male,1678.0,1051.0,1401.0,1235.0,2535.0,1003.0,2991.0,3565.0,4253.0,1137.0,4544.0,2969.0,1749.0,1971.0,1563.0,1513.0,1766.0,952.0,2267.0,1859.0,06,64224,2015, California,
