City Name,Gender,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,State Code,Zip Code,Year,State,City
Enterprise CDP,Male,1599.0,587.0,1503.0,647.0,1310.0,1003.0,1408.0,927.0,2081.0,1946.0,2515.0,4377.0,2372.0,3979.0,2681.0,2854.0,4174.0,2518.0,4711.0,7308.0,32,23770,2017, Nevada,
Henderson city,Male,2107.0,1912.0,1669.0,1658.0,3157.0,1065.0,2273.0,1470.0,2781.0,1905.0,4086.0,5166.0,3867.0,5104.0,2164.0,4332.0,6288.0,3922.0,10084.0,15088.0,32,31900,2017, Nevada,
Las Vegas city,Male,5127.0,5761.0,5264.0,5547.0,6595.0,4290.0,5960.0,3841.0,8806.0,5384.0,14206.0,12794.0,11026.0,12715.0,6591.0,10137.0,14355.0,7140.0,14214.0,19624.0,32,40000,2017, Nevada,
North Las Vegas city,Male,1859.0,1985.0,1164.0,1166.0,3128.0,1220.0,2380.0,1818.0,3932.0,1741.0,5549.0,5766.0,5026.0,5058.0,3265.0,3372.0,5157.0,2995.0,4591.0,3103.0,32,51800,2017, Nevada,
Paradise CDP,Male,2563.0,1446.0,3523.0,2218.0,4531.0,1674.0,3877.0,1947.0,3104.0,2207.0,6118.0,7654.0,6102.0,3995.0,2268.0,3684.0,5599.0,2450.0,4339.0,3782.0,32,54600,2017, Nevada,
Reno city,Male,3530.0,3548.0,2481.0,1654.0,2787.0,1261.0,2718.0,1323.0,3300.0,2391.0,4810.0,5907.0,4390.0,4950.0,4320.0,3958.0,4437.0,4354.0,5607.0,6948.0,32,60600,2017, Nevada,
Sparks city,Male,504.0,665.0,733.0,808.0,811.0,192.0,1144.0,657.0,1178.0,446.0,2443.0,2256.0,2100.0,2571.0,1626.0,2201.0,2648.0,1416.0,3148.0,2633.0,32,68400,2017, Nevada,
Spring Valley CDP,Male,2086.0,1408.0,1411.0,1728.0,3176.0,964.0,2846.0,1871.0,3656.0,1665.0,4508.0,5010.0,3803.0,3913.0,1634.0,3743.0,4211.0,2439.0,5774.0,5552.0,32,68585,2017, Nevada,
Sunrise Manor CDP,Male,1686.0,1780.0,1618.0,1682.0,2393.0,510.0,2394.0,2285.0,3734.0,1656.0,4241.0,5266.0,4408.0,4170.0,1457.0,2828.0,1990.0,1900.0,2448.0,1393.0,32,71400,2017, Nevada,
Manchester city,Male,1972.0,1116.0,1379.0,961.0,1304.0,529.0,1053.0,604.0,1887.0,621.0,1955.0,2149.0,2023.0,3256.0,1796.0,1670.0,2763.0,2669.0,2703.0,3512.0,33,45140,2017, New Hampshire,
Nashua city,Male,1533.0,824.0,817.0,178.0,792.0,352.0,534.0,1284.0,551.0,506.0,1374.0,1124.0,1484.0,423.0,1582.0,2099.0,1763.0,1612.0,2594.0,5631.0,33,50260,2017, New Hampshire,
Bayonne city,Male,500.0,551.0,524.0,300.0,537.0,594.0,160.0,336.0,1405.0,554.0,1061.0,1148.0,774.0,874.0,619.0,1728.0,1258.0,373.0,1853.0,3122.0,34,03580,2017, New Jersey,
Camden city,Male,1146.0,286.0,1258.0,404.0,895.0,1147.0,1387.0,161.0,676.0,100.0,1268.0,1013.0,925.0,203.0,457.0,567.0,1132.0,550.0,380.0,241.0,34,10000,2017, New Jersey,
Clifton city,Male,759.0,1146.0,777.0,102.0,1610.0,940.0,571.0,467.0,940.0,550.0,1572.0,1426.0,1246.0,2058.0,514.0,1406.0,2032.0,1982.0,2055.0,3560.0,34,13690,2017, New Jersey,
East Orange city,Male,1378.0,294.0,747.0,475.0,1388.0,539.0,728.0,36.0,878.0,310.0,1066.0,976.0,798.0,571.0,875.0,926.0,2335.0,316.0,1011.0,706.0,34,19390,2017, New Jersey,
Elizabeth city,Male,734.0,784.0,627.0,1098.0,1039.0,1297.0,1620.0,1328.0,2991.0,1399.0,3665.0,1757.0,4236.0,2403.0,1011.0,1699.0,2567.0,1584.0,2161.0,1863.0,34,21000,2017, New Jersey,
Jersey City city,Male,2838.0,1440.0,1511.0,1119.0,2049.0,1157.0,3049.0,2442.0,4709.0,2261.0,4139.0,4542.0,3029.0,3002.0,2786.0,3098.0,4249.0,4371.0,8243.0,19915.0,34,36000,2017, New Jersey,
Newark city,Male,2409.0,1411.0,3223.0,1904.0,1901.0,1820.0,3250.0,2432.0,4081.0,1640.0,6383.0,5184.0,4749.0,4708.0,3192.0,4011.0,3063.0,2859.0,4449.0,2965.0,34,51000,2017, New Jersey,
Passaic city,Male,927.0,345.0,418.0,422.0,579.0,1217.0,2047.0,1315.0,2049.0,541.0,1399.0,1284.0,348.0,1046.0,733.0,948.0,385.0,686.0,1224.0,557.0,34,56550,2017, New Jersey,
Paterson city,Male,609.0,983.0,1143.0,1152.0,1797.0,893.0,2282.0,1638.0,2338.0,1420.0,3041.0,3001.0,3278.0,3121.0,1325.0,1620.0,1798.0,1537.0,1376.0,1228.0,34,57000,2017, New Jersey,
Toms River CDP,Male,1040.0,293.0,815.0,526.0,312.0,154.0,332.0,406.0,711.0,210.0,1297.0,1107.0,650.0,1216.0,880.0,1229.0,2521.0,1647.0,3739.0,3827.0,34,73110,2017, New Jersey,
Trenton city,Male,1520.0,813.0,847.0,201.0,977.0,369.0,2127.0,1419.0,728.0,485.0,1888.0,969.0,1278.0,892.0,1411.0,814.0,941.0,709.0,630.0,1042.0,34,74000,2017, New Jersey,
Union City city,Male,419.0,693.0,337.0,651.0,798.0,605.0,1764.0,1300.0,2207.0,727.0,1873.0,2210.0,664.0,1554.0,517.0,577.0,1054.0,1131.0,674.0,1375.0,34,74630,2017, New Jersey,
Albuquerque city,Male,7655.0,5128.0,7383.0,3708.0,6728.0,2244.0,5111.0,2100.0,9918.0,3177.0,10621.0,10723.0,6045.0,8985.0,5634.0,6903.0,9172.0,6361.0,11296.0,16789.0,35,02000,2017, New Mexico,
Las Cruces city,Male,2217.0,1317.0,653.0,621.0,1567.0,969.0,1889.0,496.0,1450.0,694.0,1178.0,2003.0,1250.0,786.0,490.0,789.0,1426.0,1015.0,1672.0,1597.0,35,39380,2017, New Mexico,
Rio Rancho city,Male,905.0,813.0,936.0,714.0,1132.0,273.0,555.0,492.0,2229.0,1036.0,1217.0,979.0,874.0,990.0,665.0,1222.0,2218.0,2355.0,2024.0,2055.0,35,63460,2017, New Mexico,
Santa Fe city,Male,934.0,328.0,1152.0,530.0,897.0,311.0,497.0,675.0,1715.0,803.0,1907.0,2156.0,905.0,1442.0,496.0,1139.0,1060.0,1508.0,1279.0,2253.0,35,70500,2017, New Mexico,
Albany city,Male,2089.0,1741.0,1259.0,696.0,1306.0,680.0,378.0,863.0,1600.0,380.0,1216.0,1168.0,1493.0,1408.0,925.0,836.0,2122.0,579.0,2541.0,2128.0,36,01000,2017, New York,
Brentwood CDP,Male,584.0,478.0,402.0,280.0,626.0,167.0,1123.0,176.0,1322.0,1239.0,1102.0,1235.0,760.0,1719.0,1810.0,962.0,966.0,789.0,585.0,1431.0,36,08026,2017, New York,
Buffalo city,Male,4317.0,3801.0,2914.0,1614.0,3376.0,1931.0,3665.0,2992.0,4246.0,2864.0,4560.0,4934.0,3865.0,3044.0,2589.0,3305.0,4931.0,3537.0,2373.0,3499.0,36,11000,2017, New York,
Cheektowaga CDP,Male,750.0,439.0,984.0,473.0,997.0,224.0,1374.0,771.0,1240.0,46.0,1537.0,1750.0,1524.0,983.0,1357.0,927.0,1358.0,1610.0,1729.0,1061.0,36,15000,2017, New York,
Mount Vernon city,Male,296.0,276.0,314.0,144.0,329.0,99.0,609.0,534.0,1459.0,418.0,1521.0,2306.0,1064.0,519.0,749.0,761.0,1759.0,1068.0,1857.0,1550.0,36,49121,2017, New York,
New Rochelle city,Male,704.0,694.0,663.0,148.0,848.0,335.0,1416.0,326.0,976.0,505.0,1753.0,1753.0,1015.0,346.0,823.0,607.0,888.0,1444.0,1137.0,7309.0,36,50617,2017, New York,
New York city,Male,73484.0,59080.0,65775.0,52104.0,83879.0,40126.0,85356.0,58017.0,111762.0,60512.0,129581.0,149588.0,116914.0,117261.0,87362.0,116220.0,156483.0,123293.0,203149.0,402262.0,36,51000,2017, New York,
Rochester city,Male,3515.0,2458.0,2257.0,1584.0,3099.0,1755.0,2707.0,1312.0,1811.0,1185.0,3859.0,4474.0,4230.0,2766.0,2146.0,2441.0,3058.0,2547.0,2660.0,3170.0,36,63000,2017, New York,
Schenectady city,Male,1095.0,647.0,1171.0,316.0,487.0,706.0,207.0,312.0,2539.0,171.0,1252.0,1046.0,474.0,1322.0,429.0,578.0,994.0,760.0,1362.0,1079.0,36,65508,2017, New York,
Syracuse city,Male,3182.0,2941.0,1392.0,1159.0,1964.0,576.0,1124.0,830.0,1117.0,974.0,1490.0,2247.0,1944.0,2291.0,1447.0,1411.0,1549.0,930.0,1575.0,1289.0,36,73000,2017, New York,
Yonkers city,Male,1328.0,1489.0,891.0,1361.0,2066.0,1056.0,2449.0,1641.0,2124.0,743.0,3863.0,3577.0,1731.0,3185.0,1013.0,4167.0,4841.0,1923.0,5142.0,8002.0,36,84000,2017, New York,
Asheville city,Male,1259.0,1206.0,623.0,752.0,1374.0,166.0,1019.0,1125.0,1661.0,446.0,2273.0,2278.0,1684.0,1686.0,1274.0,1091.0,1627.0,689.0,2768.0,2341.0,37,02140,2017, North Carolina,
Cary town,Male,2245.0,1213.0,1274.0,1051.0,913.0,348.0,858.0,770.0,1540.0,1164.0,1535.0,1308.0,1985.0,2138.0,1174.0,2087.0,2719.0,2644.0,6723.0,18182.0,37,10740,2017, North Carolina,
Charlotte city,Male,10481.0,9375.0,7052.0,5546.0,6853.0,3613.0,9627.0,5901.0,12317.0,8060.0,15519.0,16787.0,13259.0,13338.0,11401.0,11533.0,17803.0,13661.0,21228.0,41802.0,37,12000,2017, North Carolina,
Concord city,Male,1192.0,484.0,552.0,1291.0,971.0,224.0,680.0,251.0,1746.0,722.0,1580.0,2453.0,1409.0,1101.0,1051.0,949.0,2074.0,1046.0,2592.0,4772.0,37,14100,2017, North Carolina,
Durham city,Male,4062.0,2917.0,1351.0,1183.0,2002.0,543.0,1639.0,2056.0,4374.0,2254.0,5490.0,4023.0,3637.0,3126.0,3092.0,5021.0,6184.0,3249.0,5868.0,10469.0,37,19000,2017, North Carolina,
Fayetteville city,Male,2534.0,1826.0,1410.0,1946.0,2710.0,2955.0,2962.0,2849.0,4943.0,4075.0,5522.0,4339.0,2552.0,3504.0,2481.0,3351.0,2959.0,2807.0,3135.0,2475.0,37,22920,2017, North Carolina,
Gastonia city,Male,1464.0,765.0,905.0,698.0,407.0,695.0,1115.0,590.0,734.0,1311.0,854.0,1129.0,1006.0,1193.0,1551.0,945.0,1769.0,752.0,1109.0,1630.0,37,25580,2017, North Carolina,
Greensboro city,Male,5307.0,3152.0,3111.0,1565.0,3639.0,1173.0,2883.0,1893.0,3628.0,2005.0,5993.0,5684.0,3812.0,2952.0,2522.0,4841.0,5978.0,2824.0,4907.0,7993.0,37,28000,2017, North Carolina,
Greenville city,Male,826.0,736.0,1277.0,555.0,1072.0,1354.0,1896.0,321.0,2047.0,346.0,1227.0,1757.0,1593.0,1384.0,393.0,960.0,1535.0,1319.0,1075.0,2002.0,37,28080,2017, North Carolina,
High Point city,Male,1950.0,1781.0,1221.0,632.0,1378.0,688.0,908.0,716.0,1589.0,623.0,1246.0,2874.0,2123.0,1205.0,1608.0,894.0,1351.0,887.0,1951.0,2493.0,37,31400,2017, North Carolina,
Jacksonville city,Male,322.0,61.0,266.0,522.0,1293.0,840.0,2281.0,1153.0,7510.0,3126.0,4663.0,1986.0,1821.0,1091.0,877.0,601.0,906.0,413.0,1005.0,719.0,37,34200,2017, North Carolina,
Raleigh city,Male,4396.0,2919.0,3864.0,3751.0,5238.0,3716.0,4585.0,4167.0,6745.0,3945.0,8515.0,7716.0,7199.0,9027.0,7472.0,5230.0,8624.0,8796.0,13821.0,22751.0,37,55000,2017, North Carolina,
Wilmington city,Male,2234.0,1331.0,1105.0,482.0,1200.0,1086.0,796.0,425.0,1104.0,811.0,2514.0,2989.0,1026.0,1761.0,1509.0,2059.0,1026.0,1313.0,2523.0,4989.0,37,74440,2017, North Carolina,
Winston-Salem city,Male,3124.0,2402.0,2517.0,1435.0,2932.0,1676.0,1714.0,1394.0,3499.0,1462.0,5082.0,3925.0,4487.0,3506.0,2187.0,4212.0,2128.0,2192.0,4582.0,6635.0,37,75000,2017, North Carolina,
Bismarck city,Male,756.0,667.0,529.0,210.0,663.0,727.0,551.0,376.0,798.0,548.0,1189.0,1629.0,1293.0,1561.0,1253.0,1286.0,2298.0,2036.0,2163.0,2314.0,38,07200,2017, North Dakota,
Fargo city,Male,1499.0,3116.0,2011.0,1261.0,2028.0,1036.0,1470.0,579.0,1372.0,2264.0,3144.0,3634.0,3192.0,1816.0,1944.0,3369.0,2020.0,1576.0,3446.0,3313.0,38,25700,2017, North Dakota,
Akron city,Male,2296.0,2661.0,2077.0,2303.0,4241.0,1820.0,2220.0,687.0,1892.0,1918.0,4395.0,4070.0,3384.0,3021.0,1224.0,3344.0,3654.0,2162.0,2205.0,1828.0,39,01000,2017, Ohio,
Canton city,Male,2100.0,533.0,937.0,641.0,1400.0,379.0,918.0,353.0,728.0,561.0,1484.0,1805.0,379.0,1085.0,579.0,861.0,942.0,596.0,1191.0,385.0,39,12000,2017, Ohio,
Cincinnati city,Male,5525.0,4061.0,4771.0,2183.0,3884.0,1214.0,3688.0,2131.0,4191.0,1848.0,7102.0,5179.0,4923.0,5327.0,3418.0,4473.0,4542.0,3890.0,5681.0,7717.0,39,15000,2017, Ohio,
Cleveland city,Male,8012.0,5310.0,4284.0,2138.0,5081.0,2659.0,3365.0,2377.0,5274.0,1867.0,6829.0,7817.0,4704.0,5254.0,3652.0,3893.0,5565.0,3622.0,4788.0,3195.0,39,16000,2017, Ohio,
Columbus city,Male,11517.0,10105.0,9133.0,6632.0,12360.0,5296.0,9724.0,6736.0,14949.0,6052.0,19831.0,20524.0,14744.0,17555.0,10706.0,16337.0,17423.0,13118.0,20418.0,18981.0,39,18000,2017, Ohio,
Dayton city,Male,4070.0,2893.0,2624.0,1307.0,3451.0,1192.0,1492.0,1107.0,1852.0,927.0,2310.0,2622.0,1972.0,1857.0,799.0,1403.0,1478.0,1223.0,1114.0,1347.0,39,21000,2017, Ohio,
Lorain city,Male,1043.0,460.0,526.0,303.0,639.0,397.0,459.0,613.0,551.0,377.0,863.0,1304.0,552.0,549.0,331.0,738.0,618.0,665.0,1198.0,784.0,39,44856,2017, Ohio,
Parma city,Male,1205.0,554.0,391.0,471.0,755.0,285.0,958.0,271.0,876.0,374.0,1306.0,1489.0,1816.0,1813.0,1091.0,1313.0,2443.0,1229.0,2028.0,1430.0,39,61000,2017, Ohio,
Toledo city,Male,6315.0,2919.0,2703.0,3269.0,2791.0,2061.0,2451.0,1823.0,3790.0,2007.0,5024.0,3736.0,4021.0,5153.0,3107.0,3256.0,4771.0,4124.0,4554.0,1683.0,39,77000,2017, Ohio,
Youngstown city,Male,831.0,744.0,518.0,833.0,1385.0,500.0,1000.0,454.0,1470.0,448.0,1579.0,1082.0,456.0,633.0,217.0,764.0,474.0,399.0,397.0,328.0,39,88000,2017, Ohio,
Broken Arrow city,Male,1366.0,941.0,719.0,598.0,1213.0,451.0,678.0,529.0,960.0,704.0,1508.0,2308.0,1778.0,1563.0,1553.0,2670.0,2843.0,2076.0,3595.0,4357.0,40,09050,2017, Oklahoma,
Edmond city,Male,1594.0,615.0,812.0,425.0,711.0,533.0,687.0,389.0,1147.0,363.0,1413.0,1462.0,382.0,1826.0,401.0,1234.0,1588.0,1219.0,3166.0,5463.0,40,23200,2017, Oklahoma,
Lawton city,Male,1972.0,1652.0,716.0,934.0,1667.0,947.0,1333.0,923.0,1413.0,653.0,843.0,2347.0,1755.0,2033.0,910.0,1747.0,2179.0,1320.0,1747.0,1003.0,40,41850,2017, Oklahoma,
Norman city,Male,2813.0,1956.0,2423.0,1374.0,2447.0,519.0,1519.0,786.0,1532.0,662.0,3860.0,3708.0,1339.0,1877.0,2192.0,1156.0,1747.0,2650.0,2633.0,3054.0,40,52500,2017, Oklahoma,
Oklahoma City city,Male,8431.0,5781.0,5321.0,3849.0,7179.0,4496.0,7434.0,3552.0,8922.0,4977.0,14157.0,12328.0,9061.0,12689.0,6888.0,10059.0,11745.0,9788.0,13734.0,19386.0,40,55000,2017, Oklahoma,
Tulsa city,Male,4637.0,3734.0,4386.0,3078.0,4542.0,2395.0,4887.0,3703.0,6082.0,4485.0,6217.0,8235.0,6565.0,6713.0,3706.0,5886.0,7230.0,4558.0,6187.0,12687.0,40,75000,2017, Oklahoma,
Beaverton city,Male,1287.0,844.0,968.0,937.0,1119.0,624.0,426.0,347.0,1641.0,838.0,1473.0,2318.0,1139.0,886.0,1637.0,1199.0,2221.0,3244.0,3393.0,4591.0,41,05350,2017, Oregon,
Bend city,Male,703.0,423.0,1722.0,440.0,1169.0,213.0,903.0,80.0,663.0,934.0,1749.0,1602.0,1263.0,1204.0,1321.0,1476.0,2377.0,713.0,2441.0,3764.0,41,05800,2017, Oregon,
Eugene city,Male,3306.0,3113.0,2880.0,1513.0,2249.0,1572.0,2376.0,1426.0,2933.0,2419.0,3892.0,3475.0,2903.0,1520.0,1221.0,1359.0,3263.0,1262.0,3067.0,4827.0,41,23850,2017, Oregon,
Gresham city,Male,1374.0,448.0,1024.0,513.0,658.0,625.0,1195.0,1374.0,1076.0,931.0,2039.0,2031.0,2138.0,1661.0,1385.0,2189.0,2784.0,2117.0,2226.0,1638.0,41,31250,2017, Oregon,
Hillsboro city,Male,596.0,949.0,1088.0,367.0,316.0,903.0,1639.0,977.0,567.0,981.0,1433.0,2372.0,2157.0,2120.0,1353.0,1616.0,1987.0,1850.0,5283.0,7264.0,41,34100,2017, Oregon,
Medford city,Male,1241.0,469.0,846.0,395.0,633.0,902.0,528.0,807.0,733.0,405.0,1996.0,1273.0,716.0,942.0,888.0,1896.0,1040.0,979.0,1368.0,1822.0,41,47000,2017, Oregon,
Portland city,Male,10316.0,7070.0,6675.0,4623.0,5655.0,5003.0,8340.0,4155.0,8796.0,5591.0,12452.0,14452.0,10208.0,12238.0,9562.0,9291.0,12249.0,12204.0,18752.0,30614.0,41,59000,2017, Oregon,
Salem city,Male,5067.0,1008.0,2114.0,912.0,1884.0,876.0,1797.0,503.0,2655.0,1363.0,3255.0,3861.0,3324.0,2271.0,2053.0,2558.0,3081.0,1874.0,3563.0,3328.0,41,64900,2017, Oregon,
Allentown city,Male,1828.0,1660.0,1549.0,754.0,1390.0,1395.0,1575.0,788.0,3430.0,880.0,2542.0,2955.0,2475.0,1767.0,927.0,1378.0,1919.0,952.0,1236.0,1405.0,42,02000,2017, Pennsylvania,
Bethlehem city,Male,1136.0,1373.0,544.0,646.0,949.0,285.0,842.0,68.0,213.0,648.0,1269.0,1772.0,1258.0,1206.0,1330.0,942.0,1098.0,913.0,2000.0,1778.0,42,06088,2017, Pennsylvania,
Erie city,Male,1396.0,1710.0,1357.0,1126.0,985.0,643.0,1579.0,1315.0,2265.0,822.0,1717.0,1659.0,1792.0,1730.0,764.0,1340.0,1144.0,639.0,1477.0,1031.0,42,24000,2017, Pennsylvania,
Philadelphia city,Male,20329.0,13846.0,15365.0,9374.0,15508.0,8129.0,15166.0,6511.0,16788.0,8633.0,26071.0,25314.0,21576.0,21656.0,14477.0,19458.0,23597.0,19720.0,28311.0,35301.0,42,60000,2017, Pennsylvania,
Pittsburgh city,Male,6895.0,5421.0,4791.0,2821.0,4232.0,1199.0,2748.0,1804.0,4790.0,1674.0,5963.0,6343.0,5706.0,5116.0,3951.0,4461.0,6224.0,4952.0,5655.0,11029.0,42,61000,2017, Pennsylvania,
Reading city,Male,2072.0,975.0,1197.0,309.0,1135.0,886.0,976.0,968.0,1918.0,1047.0,1860.0,1786.0,808.0,1903.0,1130.0,724.0,465.0,377.0,703.0,364.0,42,63624,2017, Pennsylvania,
Scranton city,Male,1302.0,1077.0,1552.0,477.0,640.0,456.0,695.0,200.0,1104.0,617.0,1800.0,1611.0,1887.0,1292.0,1155.0,936.0,1525.0,682.0,834.0,724.0,42,69000,2017, Pennsylvania,
Cranston city,Male,596.0,462.0,409.0,548.0,524.0,652.0,931.0,94.0,1142.0,499.0,741.0,1325.0,377.0,1069.0,940.0,2038.0,1751.0,956.0,2445.0,3173.0,44,19180,2017, Rhode Island,
Pawtucket city,Male,831.0,614.0,937.0,515.0,1160.0,336.0,645.0,888.0,1892.0,490.0,1434.0,1781.0,1194.0,1116.0,1038.0,1563.0,2182.0,1124.0,1395.0,1029.0,44,54640,2017, Rhode Island,
Providence city,Male,4726.0,1328.0,1461.0,2121.0,1892.0,1845.0,1378.0,1476.0,4235.0,686.0,3050.0,4197.0,2415.0,3456.0,1171.0,2435.0,3110.0,2264.0,2088.0,5077.0,44,59000,2017, Rhode Island,
Warwick city,Male,790.0,611.0,853.0,342.0,474.0,367.0,535.0,407.0,617.0,365.0,1463.0,1795.0,1187.0,1989.0,1148.0,1653.0,2188.0,1787.0,3666.0,2516.0,44,74300,2017, Rhode Island,
Charleston city,Male,2279.0,1271.0,1053.0,258.0,1078.0,271.0,1750.0,801.0,1839.0,397.0,2891.0,3069.0,2083.0,2438.0,2066.0,4646.0,2617.0,1535.0,2964.0,7022.0,45,13330,2017, South Carolina,
Columbia city,Male,4831.0,3459.0,3465.0,2058.0,2421.0,1540.0,1479.0,841.0,2232.0,846.0,2581.0,1754.0,1623.0,2302.0,1812.0,1515.0,2342.0,1081.0,2279.0,4076.0,45,16000,2017, South Carolina,
Greenville city,Male,1679.0,681.0,557.0,410.0,867.0,199.0,451.0,488.0,1350.0,556.0,1743.0,852.0,1019.0,1156.0,1437.0,1010.0,757.0,1786.0,1665.0,3890.0,45,30850,2017, South Carolina,
Mount Pleasant town,Male,399.0,3.0,220.0,297.0,416.0,303.0,158.0,690.0,675.0,79.0,652.0,682.0,1672.0,1212.0,826.0,1767.0,1160.0,1123.0,4274.0,8024.0,45,48535,2017, South Carolina,
North Charleston city,Male,738.0,1061.0,1096.0,803.0,1843.0,1449.0,1383.0,1440.0,1915.0,1460.0,2189.0,2391.0,1201.0,1517.0,357.0,1594.0,2115.0,1676.0,2734.0,2383.0,45,50875,2017, South Carolina,
Rock Hill city,Male,1028.0,883.0,348.0,140.0,946.0,154.0,679.0,229.0,1309.0,522.0,2123.0,1808.0,1096.0,666.0,505.0,1285.0,1960.0,1385.0,1445.0,1495.0,45,61405,2017, South Carolina,
Rapid City city,Male,1627.0,1103.0,726.0,708.0,615.0,688.0,624.0,639.0,1606.0,269.0,2333.0,1204.0,1000.0,1612.0,579.0,1023.0,1144.0,459.0,1802.0,2013.0,46,52980,2017, South Dakota,
Sioux Falls city,Male,3988.0,2009.0,1892.0,825.0,1484.0,761.0,1070.0,1405.0,1539.0,1983.0,3587.0,4487.0,4435.0,4194.0,3402.0,2906.0,5981.0,3061.0,3750.0,4497.0,46,59020,2017, South Dakota,
Chattanooga city,Male,2151.0,1537.0,1712.0,1329.0,959.0,1485.0,2475.0,2116.0,2260.0,522.0,3319.0,3257.0,3205.0,2224.0,2150.0,1874.0,3729.0,1628.0,2091.0,5578.0,47,14000,2017, Tennessee,
Clarksville city,Male,1430.0,836.0,1959.0,648.0,2032.0,1299.0,1147.0,879.0,2638.0,1678.0,3067.0,5166.0,3574.0,1531.0,2802.0,2594.0,3560.0,2653.0,3641.0,2339.0,47,15160,2017, Tennessee,
Franklin city,Male,2007.0,253.0,124.0,511.0,716.0,357.0,123.0,111.0,804.0,62.0,1496.0,1027.0,1328.0,834.0,876.0,820.0,1468.0,1626.0,2737.0,7080.0,47,27740,2017, Tennessee,
Jackson city,Male,480.0,416.0,743.0,319.0,1076.0,260.0,605.0,155.0,697.0,602.0,1213.0,2310.0,862.0,764.0,769.0,234.0,656.0,606.0,859.0,1628.0,47,37640,2017, Tennessee,
Johnson City city,Male,1299.0,1515.0,1056.0,437.0,1109.0,562.0,1812.0,213.0,920.0,306.0,884.0,1315.0,1528.0,491.0,263.0,969.0,586.0,901.0,593.0,2255.0,47,38320,2017, Tennessee,
Knoxville city,Male,2042.0,2653.0,3155.0,1554.0,2350.0,1163.0,2831.0,1650.0,3639.0,1853.0,3879.0,4495.0,3601.0,2670.0,1769.0,2564.0,3833.0,2183.0,1862.0,4013.0,47,40000,2017, Tennessee,
Memphis city,Male,7537.0,5045.0,5577.0,4479.0,8248.0,3336.0,7831.0,4466.0,11625.0,5921.0,10787.0,16351.0,11386.0,8024.0,5977.0,7099.0,7732.0,5425.0,7954.0,10705.0,47,48000,2017, Tennessee,
Murfreesboro city,Male,2319.0,1874.0,1680.0,801.0,2011.0,1031.0,2016.0,1614.0,2981.0,787.0,1948.0,2983.0,1985.0,2545.0,1707.0,2470.0,3384.0,1207.0,3043.0,3603.0,47,51560,2017, Tennessee,
Nashville-Davidson metropolitan government (balance),Male,8787.0,6441.0,5687.0,4628.0,8393.0,3861.0,8663.0,6433.0,10359.0,5910.0,14921.0,15228.0,12572.0,14293.0,10955.0,11147.0,11921.0,10138.0,14202.0,21425.0,47,52006,2017, Tennessee,
Abilene city,Male,1988.0,1226.0,1488.0,701.0,1730.0,764.0,927.0,812.0,2334.0,1239.0,2426.0,1806.0,2639.0,2334.0,1953.0,1223.0,2401.0,1218.0,2449.0,2370.0,48,01000,2017, Texas,
Allen city,Male,1522.0,840.0,833.0,444.0,1138.0,376.0,618.0,360.0,794.0,231.0,664.0,413.0,468.0,1621.0,875.0,838.0,1682.0,1974.0,2766.0,11679.0,48,01924,2017, Texas,
Amarillo city,Male,2041.0,833.0,2097.0,1138.0,3160.0,1662.0,2538.0,1463.0,2591.0,1782.0,4133.0,6377.0,3033.0,2755.0,1728.0,2795.0,2717.0,3877.0,4586.0,5854.0,48,03000,2017, Texas,
Arlington city,Male,3607.0,3384.0,3608.0,1736.0,3829.0,1445.0,4350.0,3279.0,5644.0,2350.0,9427.0,7679.0,9167.0,7300.0,4884.0,7856.0,6974.0,4208.0,8437.0,9472.0,48,04000,2017, Texas,
Atascocita CDP,Male,2532.0,123.0,222.0,576.0,114.0,384.0,1077.0,235.0,363.0,541.0,1149.0,966.0,359.0,247.0,1020.0,1403.0,1586.0,1960.0,3415.0,5593.0,48,04462,2017, Texas,
Austin city,Male,10423.0,7979.0,8753.0,5673.0,12775.0,5332.0,9561.0,5631.0,14228.0,10449.0,20764.0,21830.0,19002.0,15065.0,15443.0,17823.0,19451.0,19113.0,29671.0,57709.0,48,05000,2017, Texas,
Baytown city,Male,655.0,260.0,831.0,0.0,624.0,230.0,957.0,1194.0,593.0,758.0,667.0,1104.0,1353.0,1706.0,398.0,1095.0,2320.0,1105.0,3103.0,1911.0,48,06128,2017, Texas,
Beaumont city,Male,1924.0,605.0,710.0,1032.0,1424.0,149.0,1270.0,522.0,2665.0,1495.0,1823.0,1371.0,1281.0,1642.0,843.0,1441.0,2286.0,1114.0,2236.0,3811.0,48,07000,2017, Texas,
Brownsville city,Male,1230.0,1863.0,2609.0,1249.0,3163.0,1291.0,2634.0,2271.0,2930.0,1462.0,4299.0,2671.0,1986.0,1573.0,1744.0,1454.0,1076.0,1038.0,2192.0,1811.0,48,10768,2017, Texas,
